id,title,author,year,isbn
357,The Complete Novels,Jane Austen,,9780140259445
358,Fifty Shades Freed,E.L. James (Goodreads Author),,9780345803504
359,Cold Mountain,Charles Frazier,,9780802142849
360,White Fang,"Jack London, مها محمود صالح (Goodreads Author) (Translator)",,9780439236195
361,Wonder,R.J. Palacio,,9999999999999
362,Beowulf,"Unknown, Seamus Heaney (Translator)",,9780393320978
363,Tuck Everlasting,Natalie Babbitt,,9780374480097
364,The Final Empire,Brandon Sanderson (Goodreads Author),,9780765311788
365,Beautiful Creatures,"Kami Garcia (Goodreads Author), Margaret Stohl (Goodreads Author)",,9780316042673
366,Steppenwolf,"Hermann Hesse, Basil Creighton (translator)",,9780140282580
367,Eldest,Christopher Paolini (Goodreads Author),,9780375840401
368,Dark Lover,J.R. Ward (Goodreads Author),,9780451216953
369,Go Ask Alice,"Beatrice Sparks (as ""Anonymous""), Anonymous",,9781416914631
370,انتحار فاشل,أحمد جمال الدين رمضان,,9789778100079
371,The Eye of the World,Robert Jordan,,9780812511819
372,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,,9780553212280
373,As I Lay Dying,William Faulkner,,9780679732259
374,A Separate Peace,"John Knowles, David Levithan (Goodreads Author) (Afterword)",,9780743253970
375,The Complete Maus,Art Spiegelman,,9780141014081
376,Mansfield Park,"Jane Austen, Kathryn Sutherland (Editor)",,9780141439808
377,The Amazing Adventures of Kavalier & Clay,Michael Chabon,,9780312282998
378,Brisingr,Christopher Paolini (Goodreads Author),,9780375826726
379,العصبي,أحمد جمال الدين رمضان,,9789778100082
380,"A Child Called ""It""",Dave Pelzer (Goodreads Author),,9781558743663
381,Stargirl,Jerry Spinelli,,9780439488402
382,Tao Te Ching,"Lao Tzu, Gia-Fu Feng (Translation), Jane English (Translation), Toinette Lippe (Goodreads Author) (Translation), Jacob Needleman (Translation)",,9780679724346
383,Dear John,Nicholas Sparks (Goodreads Author),,9780446528054
384,Midnight's Children,Salman Rushdie,,9780099578512
385,Obsidian,Jennifer L. Armentrout (Goodreads Author),,9999999999999
386,'Salem's Lot,Stephen King (Goodreads Author),,9780450031069
387,The Martian Chronicles,Ray Bradbury,,9780553278224
388,Crescendo,Becca Fitzpatrick (Goodreads Author),,9781416989431
389,The English Patient,Michael Ondaatje,,9780771068713
390,East of Eden,John Steinbeck,,9780142000656
391,Cloud Atlas,David Mitchell,,9780375507250
392,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,,9780060589462
393,The Martian,Andy Weir (Goodreads Author),,9780804139021
394,The Firm,"John Grisham (Goodreads Author), Robin Waterfield (Adapter)",,9780582418271
395,The Last Song,Nicholas Sparks (Goodreads Author),,9780446547567
396,My Ántonia,Willa Cather,,9781583485095
397,Shatter Me,Tahereh Mafi,,9780062085481
398,The Amber Spyglass,Philip Pullman,,9780440238157
399,Doctor Zhivago,"Boris Pasternak, John Bayley (Introduction), Max Hayward (Translator), Manya Harari (Translator)",,9780679774389
400,The Hunchback of Notre-Dame,"Victor Hugo, Walter J. Cobb (Translator)",,9780451527882
401,Robinson Crusoe,"Daniel Defoe, Virginia Woolf (Introduction)",,9999999999999
402,Inferno,"Dante Alighieri, Anthony M. Esolen (Translator)",,9780812970067
403,Like Water for Chocolate,"Laura Esquivel, Thomas Christensen (Goodreads Author) (Translator), Carol Christensen (Translator)",,9780552995870
404,Breakfast at Tiffany's and Three Stories,Truman Capote,,9999999999999
405,Room,Emma Donoghue (Goodreads Author),,B003YFIUW8
406,Dragonfly in Amber,Diana Gabaldon (Goodreads Author),,9780385335973
407,Breakfast of Champions,Kurt Vonnegut Jr.,,9780385334204
408,The BFG,"Roald Dahl, Quentin Blake (Illustrator)",,9780141311371
409,Six of Crows,Leigh Bardugo (Goodreads Author),,9781627792127
410,Harry Potter Series Box Set,J.K. Rowling,,9780545044257
411,The Origin of Species,Charles Darwin,,9780785819110
412,A Fine Balance,Rohinton Mistry,,9781400030651
413,Daughter of Smoke & Bone,Laini Taylor (Goodreads Author),,9780316134026
414,The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov (Introduction), Mervyn Peake (Illustrator), Théo Varlet (Translation), Patrick Horgan (Narrator), Dan Chaon (Goodreads Author) (Afterword)",,9780451528957
415,City of Heavenly Fire,Cassandra Clare (Goodreads Author),,9781481426305
416,Evermore,Alyson Noel (Goodreads Author),,9780312532758
417,The Subtle Knife,Philip Pullman,,B00SSJYF8S
418,Death of a Salesman,Arthur Miller,,9780435233075
419,11/22/63,Stephen King (Goodreads Author),,9781451627282
420,The Plague,"Albert Camus, Stuart Gilbert (Translator)",,9999999999999
421,Midnight in the Garden of Good and Evil,John Berendt,,9780679751526
422,A Streetcar Named Desire,Tennessee Williams,,9780822210894
423,Infinite Jest,David Foster Wallace,,9780316921176
424,The Prince,"Niccolò Machiavelli, Rufus Goodwin (Translator), Benjamin Martinez (Illustrator)",,9780937832387
425,Hamlet,"William Shakespeare, Harold Bloom (Contributor), Rex Gibson (Editor)",,9780521618748
426,"Faust, First Part","Johann Wolfgang von Goethe, Peter Salm (Translator)",,9780553213485
427,Snow Flower and the Secret Fan,Lisa See (Goodreads Author),,B000FCK71U
428,The Remains of the Day,Kazuo Ishiguro,,9999999999999
429,Anna and the French Kiss,Stephanie Perkins (Goodreads Author),,9780525423270
430,A Feast for Crows,George R.R. Martin,,9780553582024
431,The Angel Experiment,James Patterson (Goodreads Author),,9780446617796
432,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,,9999999999999
433,Matched,Ally Condie (Goodreads Author),,9780525423645
434,Flowers in the Attic,V.C. Andrews,,9780743496315
435,The Shipping News,Annie Proulx,,9780743225427
436,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,,9781400064168
437,The Scarlet Pimpernel,Emmuska Orczy,,9781576469231
438,Hopeless,Colleen Hoover (Goodreads Author),,9781301949823
439,Jonathan Strange & Mr Norrell,Susanna Clarke,,9999999999999
440,The Chosen,Chaim Potok,,9780449213445
441,High Fidelity,Nick Hornby,,9781573225519
442,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,,9999999999999
443,All the Light We Cannot See,Anthony Doerr (Goodreads Author),,9781476746586
444,Houdini Heart,Ki Longfellow (Goodreads Author),,9780975925515
445,Artemis Fowl,Eoin Colfer,,9780786817870
446,Pippi Longstocking,"Astrid Lindgren, Florence Lamborn (Translator), Louis S. Glanzman (Illustrator)",,9780142402498
447,The Tales of Beedle the Bard,J.K. Rowling,,9780747599876
448,The Virgin Suicides,Jeffrey Eugenides,,9780747560593
449,The Reader,"Bernhard Schlink, Carol Brown Janeway (Translator)",,9780375408267
450,Nineteen Minutes,Jodi Picoult (Goodreads Author),,9780743496728
451,The House of Hades,Rick Riordan (Goodreads Author),,9781423146728
452,Shantaram,Gregory David Roberts,,9781920769208
453,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson (Goodreads Author),,9780609608449
454,Redeeming Love,Francine Rivers (Goodreads Author),,9781590525135
455,The Age of Innocence,"Edith Wharton, Maureen Howard (Introduction)",,9781593081430
456,The Host,Stephenie Meyer,,9780316068048
457,The Lost Symbol,Dan Brown (Goodreads Author),,9780385504225
458,Neuromancer,William Gibson,,B000O76ON6
459,Betrayed,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",,9780312360283
460,Waiting for Godot,Samuel Beckett,,9999999999999
461,The Grapes of Wrath,John Steinbeck,,9780670016907
462,Northanger Abbey,"Jane Austen, Alfred J. Mac Adam (Introduction)",,9781593082642
463,The Voyage of the Dawn Treader,"C.S. Lewis, Pauline Baynes (Illustrator)",,9780061125270
464,Dubliners,"James Joyce, Jeri Johnson (Editor, Introduction and Notes)",,9780192839992
465,Lover Awakened,J.R. Ward (Goodreads Author),,9780451219367
466,War and Peace,"Leo Tolstoy, Henry Gifford (Editor), Aylmer Maude (Translator), Louise Maude (Translator), Vladimir Levstik (Translator)",,9999999999999
467,A Court of Thorns and Roses,Sarah J. Maas (Goodreads Author),,9781619634442
468,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells (Goodreads Author),,9780060759957
469,The Waste Land,"T.S. Eliot, Michael North (Editor)",,9780393974997
470,Untamed,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",,9780312379834
471,Everything Is Illuminated,Jonathan Safran Foer (Goodreads Author),,9780060529703
472,A Dance with Dragons,George R.R. Martin,,9999999999999
473,Crown of Midnight,Sarah J. Maas (Goodreads Author),,9781619630628
474,To the Lighthouse,Virginia Woolf,,9781406792393
475,I Know Why the Caged Bird Sings,Maya Angelou,,9780553279375
476,"I, Robot",Isaac Asimov,,9780553803709
477,The Twilight Collection,Stephenie Meyer,,9780316003728
478,The Pearl,John Steinbeck,,9780142000694
479,The One,Kiera Cass (Goodreads Author),,9780062059994
480,The Jungle,"Upton Sinclair, Earl Lee (Goodreads Author) (Foreword), Kathleen DeGrave (Introduction)",,9781884365300
481,Carrie,Stephen King (Goodreads Author),,9781416524304
482,Snow Falling on Cedars,David Guterson,,9780679764021
483,Voyager,Diana Gabaldon (Goodreads Author),,9780385335997
484,"I, Claudius",Robert Graves,,9780679724773
485,Heir of Fire,Sarah J. Maas (Goodreads Author),,9781619630659
486,Me Talk Pretty One Day,David Sedaris,,9780349113913
487,Chosen,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",,9780312360306
488,A Room with a View,E.M. Forster,,9781420925432
489,Bleak House,"Charles Dickens, Nicola Bradbury (Annotations), Hablot Knight Browne (Illustrations)",,9780143037613
490,The Republic,"Plato, Desmond Lee (Translator), Maria Helena da Rocha Pereira (Translator), Benjamin Jowett (Translator)",,9780140449143
491,The Last Battle,C.S. Lewis,,9780007202324
492,The Exorcist,William Peter Blatty,,9780061007224
493,The Elephant Tree,R.D. Ronald,,9781848764569
494,Coraline,"Neil Gaiman (Goodreads Author), Dave McKean (illustrator)",,9780061139376
495,Demian: Die Geschichte von Emil Sinclairs Jugend,"Hermann Hesse, Thomas Mann (Introduction)",,9783518367063
496,The 5th Wave,Rick Yancey,,9780399162411
497,The Iron King,Julie Kagawa (Goodreads Author),,9780373210084
498,Quantum Roots II: Worm Holes,Kyle Keyes,,9780986437496
499,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz (Goodreads Author),,9781442408920
500,The Arabian Nights,"Anonymous, Richard Francis Burton (Translator), A.S. Byatt (Introduction)",,9780812972146
501,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson (Editor)",,9999999999999
502,Torment,Lauren Kate (Goodreads Author),,9780385739146
503,Bloodlines,Richelle Mead (Goodreads Author),,9781595143174
504,Mistress Suffragette,Diana Forbes (Goodreads Author),,B06XG3G2TF
505,Vanity Fair,"William Makepeace Thackeray, John Carey (Editor/Introduction)",,9780141439839
506,Wizard's First Rule,Terry Goodkind,,9780765346520
507,North and South,Elizabeth Gaskell,,9780140620191
508,Brideshead Revisited,Evelyn Waugh,,9780316926348
509,The God Delusion,Richard Dawkins (Goodreads Author),,9780618680009
510,Pet Sematary,Stephen King (Goodreads Author),,9999999999999
511,Of Human Bondage,"W. Somerset Maugham, Benjamin DeMott (Introduction), Maeve Binchy (Afterword)",,9780451530172
512,Snow Crash,Neal Stephenson (Goodreads Author),,B000FBJCJE
513,World War Z: An Oral History of the Zombie War,Max Brooks (Goodreads Author),,9780307346605
514,A Great and Terrible Beauty,Libba Bray (Goodreads Author),,9780689875342
515,Bared to You,Sylvia Day (Goodreads Author),,9780425276761
516,The Witching Hour,Anne Rice,,9780099471424
517,The War of the Worlds,"H.G. Wells, Arthur C. Clarke (Introduction)",,9780375759239
518,The Summoning,Kelley Armstrong (Goodreads Author),,9780061662690
519,"Cry, the Beloved Country",Alan Paton,,9780743261951
520,Johnny Got His Gun,Dalton Trumbo,,9780806512815
521,Chocolat,Joanne Harris (Goodreads Author),,9780141000183
522,Halfway to the Grave,Jeaniene Frost (Goodreads Author),,9780061245084
523,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson (Goodreads Author), David Oliver Relin",,9780143038252
524,Perfect Chemistry,Simone Elkeles (Goodreads Author),,9780802798237
525,Red Queen,Victoria Aveyard (Goodreads Author),,9780062310637
526,City of Glass,Cassandra Clare (Goodreads Author),,9781416914303
527,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Cassandra Clare (Goodreads Author),,9781416997856
528,The Woman in White,"Wilkie Collins, Matthew Sweet (Annotations)",,9780141439617
529,Angels & Demons,Dan Brown (Goodreads Author),,9781416524793
530,Just Listen,Sarah Dessen (Goodreads Author),,9780670061051
531,2001: A Space Odyssey,Arthur C. Clarke,,9780451457998
532,The Truth About Forever,Sarah Dessen (Goodreads Author),,9780142406250
533,A Discovery of Witches,Deborah Harkness (Goodreads Author),,9780670022410
534,Unwind,Neal Shusterman (Goodreads Author),,9781416912040
535,Trainspotting,Irvine Welsh,,9780099465898
536,Are You My Mother?,P.D. Eastman,,9780001713222
537,Cannery Row,John Steinbeck,,9780142000687
538,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat (Editor), Paul Werstine (Editor), Robert Jackson (Editor), Gail Kern Paster (Contributor)",,9780743482752
539,Swann's Way,"Marcel Proust, Lydia Davis (Translator)",,9780142437964
540,Sarah's Key,Tatiana de Rosnay (Goodreads Author),,9780312370831
541,The Polar Express,"Chris Van Allsburg, Liam Neeson (Narrator)",,9780395389492
542,Acheron,Sherrilyn Kenyon (Goodreads Author),,9780312362157
543,Lady Chatterley's Lover,D.H. Lawrence,,9780394604305
544,The Elite,Kiera Cass (Goodreads Author),,9780062059963
545,Silence,Becca Fitzpatrick (Goodreads Author),,9781442426641
546,Ishmael,Daniel Quinn,,B000SEFH6A
547,Nine Stories,J.D. Salinger,,9780316767729
548,The Unbecoming of Mara Dyer,Michelle Hodkin (Goodreads Author),,B004IK988I
549,The Return of the King,J.R.R. Tolkien,,9780345240347
550,All the Bright Places,Jennifer Niven (Goodreads Author),,9780385755887
551,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer (Goodreads Author),,9780385494786
552,Far From the Madding Crowd,"Thomas Hardy, Rosemarie Morgan (Editor/Introduction), Shannon Russell (Editor/Introduction)",,9780141439655
553,The Zombie Room,R.D. Ronald,,B01E4L4VEG
554,I Am Number Four,Pittacus Lore,,9780061969553
555,Angelfall,Susan Ee (Goodreads Author),,B008ELHBAO
556,Dead to the World,Charlaine Harris (Goodreads Author),,9780441012183
557,Persuasion,"Jane Austen, Deidre Shauna Lynch (Introduction), James Kinsley (Editor)",,9780192802637
558,The Bronze Horseman,Paullina Simons,,B000FC10Y8
559,You Are Special,Max Lucado (Goodreads Author),,9781859855423
560,Sabriel,Garth Nix (Goodreads Author),,9780064471831
561,Cutting for Stone,Abraham Verghese (Goodreads Author),,9780375414497
562,Little House on the Prairie,"Laura Ingalls Wilder, Garth Williams (Illustrator)",,9999999999999
563,Being and Time,Martin Heidegger,,9780060638504
564,The Goose Girl,Shannon Hale (Goodreads Author),,9781582349909
565,I Capture the Castle,Dodie Smith,,9780312181109
566,The Last Lecture,Randy Pausch,,B00139VU7E
567,Ignite Me,Tahereh Mafi,,B00DB2YN0C
568,The Glass Menagerie,"Tennessee Williams, Robert Bray (Introduction)",,9780811214049
569,Twelfth Night,William Shakespeare,,9780743482776
570,The Darkest Minds,Alexandra Bracken (Goodreads Author),,9781423157373
571,Invisible Monsters,Chuck Palahniuk (Goodreads Author),,9780393355956
572,The Hours,Michael Cunningham (Goodreads Author),,9780312305062
573,Drums of Autumn,Diana Gabaldon (Goodreads Author),,9780525618737
574,Wicked Lovely,Melissa Marr (Goodreads Author),,9780061214653
575,P.S. I Love You,Cecelia Ahern,,9780786890750
576,Queen of Shadows,Sarah J. Maas (Goodreads Author),,9781619636040
577,Hunted,"P.C. Cast (Goodreads Author), Kristin Cast (Goodreads Author)",,9780312379827
578,World Without End,Ken Follett (Goodreads Author),,9999999999999
579,A Christmas Carol,"Charles Dickens, Joe L. Wheeler (Contributor)",,9781561797462
580,The Merchant of Venice,"William Shakespeare, Robert Jackson (Editor), Barbara A. Mowat (Editor), Paul Werstine (Editor)",,9780743477567
581,The Last Unicorn,Peter S. Beagle (Goodreads Author),,9780451450524
582,Slammed,Colleen Hoover (Goodreads Author),,9999999999999
583,Little House in the Big Woods,"Laura Ingalls Wilder, Garth Williams (Illustrator)",,9780060885373
584,Hyperion,"Dan Simmons, Gary Ruddell (Illustrator)",,9780553283686
585,No Country for Old Men,Cormac McCarthy,,9780375706677
586,The Bean Trees,Barbara Kingsolver,,9780812474947
587,The Raven Boys,Maggie Stiefvater (Goodreads Author),,9780545424929
588,The Bad Beginning,"Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)",,9780439206471
589,Cyrano de Bergerac,"Edmond Rostand, Eteel Lawson (Introduction), Lowell Bair (Translation)",,9780451528926
590,Speaker for the Dead,Orson Scott Card,,9780812550757
591,The Westing Game,Ellen Raskin,,9780142401200
592,Interpreter of Maladies,Jhumpa Lahiri,,9780618101368
593,The Red Pyramid,Rick Riordan (Goodreads Author),,9781423113386
594,We Were Liars,E. Lockhart (Goodreads Author),,9999999999999
595,The Goldfinch,Donna Tartt,,9780316055437
596,All the King's Men,Robert Penn Warren,,9780156004800
597,Julius Caesar,"William Shakespeare, Roma Gill",,9780198320272
